tuning_scope,feature_set,alpha,shrinkage,inner_fold_count,mean_inner_fold_mae,median_inner_fold_mae,worst_inner_fold_mae,best_inner_fold_mae,mean_active_features,minimum_active_features,maximum_active_features
outer_test=K21_to_K22,history_plus_nonidentity_levels_and_dynamic,10.0,1.0,3,17.44925007774812,16.855175744051426,24.108397204902943,11.384177284289994,171.66666666666666,170,174
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,1000.0,0.25,3,5.817363583037138,6.38010465266413,7.913747098861567,3.158238997585717,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,100.0,0.25,3,6.688013842990746,6.9454042088812935,9.756101042061868,3.3625362780290793,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,10.0,0.25,3,6.832612705935868,6.961965413844947,10.049316574097034,3.4865561298656234,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,1000.0,0.5,3,8.483857604597572,9.018218010916877,12.203428039774707,4.229926763101136,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,100.0,0.5,3,10.512139977501494,10.420534220185786,15.934789737029554,5.181095975289143,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,10.0,0.5,3,10.845865806673096,10.533753457776944,16.472992907936337,5.530851054306007,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,1000.0,1.0,3,14.15578587884516,14.571609259608616,19.786634345510695,8.109114031416167,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,100.0,1.0,3,16.997518617930094,16.627522725257027,23.685128702637996,10.679904425895266,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_all_socio_sensitivity,10.0,1.0,3,17.450858063915383,16.850523773488696,24.105849103374453,11.396201314883003,173.66666666666666,172,176
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,1000.0,0.25,3,5.697664775345757,6.178894654135263,7.561002213451441,3.353097458450567,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,100.0,0.25,3,6.465870818010977,6.557232258100355,9.236028164692286,3.6043520312402872,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,10.0,0.25,3,6.57468958403312,6.51379981468275,9.499842389191489,3.710426548225119,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,1000.0,0.5,3,7.944572752121264,8.268318482197913,11.3732062249058,4.192193549260079,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,100.0,0.5,3,9.642417266934102,9.055841009897735,14.82879577051864,5.04261502038593,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,10.0,0.5,3,9.894475618403618,9.057920001212977,15.312593612586618,5.312913241411261,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,1000.0,1.0,3,12.966492114395017,12.882796288172571,18.745654576194354,7.271025478818123,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,100.0,1.0,3,15.4419192218916,14.001370343600561,22.47908793104314,9.845299391031098,235.66666666666666,234,238
outer_test=K21_to_K22,history_plus_locality_identity_diagnostic,10.0,1.0,3,15.766419234138127,13.953702706699273,22.84425332441426,10.501301671300844,235.66666666666666,234,238
outer_test=K22_to_K23,history_only,1000.0,0.25,4,5.554151738104316,5.476059463015853,8.236169333092414,3.0283186932931474,9.75,9,10
outer_test=K22_to_K23,history_only,100.0,0.25,4,6.091378401962844,5.707530049735864,9.681023848975544,3.2694296594041066,9.75,9,10
outer_test=K22_to_K23,history_only,10.0,0.25,4,6.164651791379582,5.732455093491932,9.882805405656084,3.310891572878379,9.75,9,10
outer_test=K22_to_K23,history_only,1000.0,0.5,4,7.972037577462653,7.616734907905881,12.673806102425727,3.9808743916131233,9.75,9,10
outer_test=K22_to_K23,history_only,100.0,0.5,4,9.276164904418115,8.227652410733489,15.716308769426618,4.933046026778864,9.75,9,10
outer_test=K22_to_K23,history_only,10.0,0.5,4,9.447136720043119,8.293893138207642,16.11619209098725,5.084568512769946,9.75,9,10
outer_test=K22_to_K23,history_only,1000.0,1.0,4,13.097429747764393,11.797167863627184,20.667029078528227,8.128354185274981,9.75,9,10
outer_test=K22_to_K23,history_only,100.0,1.0,4,15.094408100681228,13.409006212433813,23.82409635157746,9.735523626279832,9.75,9,10
outer_test=K22_to_K23,history_only,10.0,1.0,4,15.320920089871516,13.653081616589912,24.137144226596117,9.840372899710118,9.75,9,10
outer_test=K22_to_K23,history_plus_dynamic_socio,1000.0,0.25,4,5.561452640481394,5.570817889284125,7.975000547561403,3.129174235795921,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,100.0,0.25,4,6.280317222876789,5.98480908828199,9.750694925408462,3.4009557895347178,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,10.0,0.25,4,6.380549151511857,5.9946515664216005,10.060969224710131,3.471924248494093,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,1000.0,0.5,4,8.0844947308015,7.903162788167274,12.287257046522088,4.244396300349368,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,100.0,0.5,4,9.795205843586002,8.898117242259971,16.03348798956717,5.351100900256897,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,10.0,0.5,4,10.021800588556712,8.951270500863872,16.60513434642365,5.579527006075449,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,1000.0,1.0,4,13.104422531115349,12.027949981925868,20.10968162753771,8.252108533071947,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,100.0,1.0,4,15.429335137913467,13.937993596567091,23.965666979258316,9.875686379261367,92.25,90,94
outer_test=K22_to_K23,history_plus_dynamic_socio,10.0,1.0,4,15.760633664870046,14.36967016889826,24.36348278320143,9.93971153848223,92.25,90,94
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,1000.0,0.25,4,5.549185130737,5.563849866465352,7.913312121134503,3.1557286688827935,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,100.0,0.25,4,6.22561177932146,5.893308051739018,9.755837824785626,3.359993189022177,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,10.0,0.25,4,6.335423623205677,5.904031024337582,10.051413848756614,3.482218595390928,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,1000.0,0.5,4,7.979703936288574,7.744994477711778,12.203299277492947,4.225527512237794,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,100.0,0.5,4,9.57272109487176,8.590441340376206,15.933837306124415,5.176164392610212,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,10.0,0.5,4,9.827462797629405,8.655590797489214,16.475969542184192,5.522700053355003,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,1000.0,1.0,4,12.83116502595099,11.715737861100063,19.786964372460254,8.106220009143586,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,100.0,1.0,4,15.149249082198246,13.652790561272237,23.68477143643602,9.606643769812484,185.75,170,228
outer_test=K22_to_K23,history_plus_nonidentity_levels_and_dynamic,10.0,1.0,4,15.513292623262618,14.11967651417071,24.108397204902943,9.705420259806115,185.75,170,228
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,1000.0,0.25,4,5.549509973828525,5.5630268994334084,7.913747098861567,3.158238997585717,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,100.0,0.25,4,6.225929332914773,5.892540005784072,9.756101042061868,3.3625362780290793,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,10.0,0.25,4,6.335476375646714,5.903016399312098,10.049316574097034,3.4865561298656234,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,1000.0,0.5,4,7.980176858490045,7.743676315542169,12.203428039774707,4.229926763101136,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,100.0,0.5,4,9.573294431234372,8.588646006309393,15.934789737029554,5.181095975289143,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,10.0,0.5,4,9.827913475166454,8.653904969211734,16.472992907936337,5.530851054306007,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,1000.0,1.0,4,12.830283418226081,11.712692647988728,19.786634345510695,8.109114031416167,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,100.0,1.0,4,15.149839026784537,13.653713575576147,23.685128702637996,9.606800253347867,187.75,172,230
outer_test=K22_to_K23,history_plus_all_socio_sensitivity,10.0,1.0,4,15.514703702027584,14.123362544185849,24.105849103374453,9.706240616364186,187.75,172,230
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,1000.0,0.25,4,5.356401515352445,5.255753194753886,7.561002213451441,3.353097458450567,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,100.0,0.25,4,5.93948716112941,5.458784224292532,9.236028164692286,3.6043520312402872,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,10.0,0.25,4,6.0195597146122495,5.433984960516193,9.499842389191489,3.710426548225119,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,1000.0,0.5,4,7.39849988213278,7.014299877182621,11.3732062249058,4.192193549260079,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,100.0,0.5,4,8.713465236730576,7.491225078008867,14.82879577051864,5.04261502038593,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,10.0,0.5,4,8.902499804027853,7.4922461810567675,15.312593612586618,5.312913241411261,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,1000.0,1.0,4,11.798350110292738,10.588360193079236,18.745654576194354,7.271025478818123,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,100.0,1.0,4,13.791758702667597,11.92333486731583,22.47908793104314,8.841277144995585,249.75,234,292
outer_test=K22_to_K23,history_plus_locality_identity_diagnostic,10.0,1.0,4,14.051037142590086,12.22750218900006,22.84425332441426,8.90489086794597,249.75,234,292
outer_test=K23_to_K24,history_only,1000.0,0.25,5,5.131816869335523,4.442402550474365,8.236169333092414,3.0283186932931474,9.8,9,10
outer_test=K23_to_K24,history_only,100.0,0.25,5,5.576367906442332,4.528005315253872,9.681023848975544,3.2694296594041066,9.8,9,10
outer_test=K23_to_K24,history_only,10.0,0.25,5,5.636708862689384,4.538055075484521,9.882805405656084,3.310891572878379,9.8,9,10
outer_test=K23_to_K24,history_only,1000.0,0.5,5,7.390931155039124,6.184789444340567,12.673806102425727,3.9808743916131233,9.8,9,10
outer_test=K23_to_K24,history_only,100.0,0.5,5,8.479286340834586,6.48930069523421,15.716308769426618,4.933046026778864,9.8,9,10
outer_test=K23_to_K24,history_only,10.0,0.5,5,8.622251220194837,6.530270195538975,16.11619209098725,5.084568512769946,9.8,9,10
outer_test=K23_to_K24,history_only,1000.0,1.0,5,12.157524802854972,8.978945980416208,20.667029078528227,8.128354185274981,9.8,9,10
outer_test=K23_to_K24,history_only,100.0,1.0,5,13.862092248641503,10.729548797568391,23.82409635157746,8.932828840482603,9.8,9,10
outer_test=K23_to_K24,history_only,10.0,1.0,5,14.060551794594971,11.109988539881561,24.137144226596117,9.019078613488794,9.8,9,10
outer_test=K23_to_K24,history_plus_dynamic_socio,1000.0,0.25,5,5.132749353477795,4.739693376555407,7.975000547561403,3.129174235795921,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,100.0,0.25,5,5.729511795542761,4.905979698890481,9.750694925408462,3.4009557895347178,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,10.0,0.25,5,5.8138026065305395,4.9103558224819,10.060969224710131,3.471924248494093,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,1000.0,0.5,5,7.484657776945708,6.580683630894795,12.287257046522088,4.244396300349368,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,100.0,0.5,5,8.918006414442415,6.97410241092787,16.03348798956717,5.351100900256897,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,10.0,0.5,5,9.112468210464787,6.986360297689427,16.60513434642365,5.475138698097091,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,1000.0,1.0,5,12.169085287665947,9.109949431831653,20.10968162753771,8.252108533071947,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,100.0,1.0,5,14.17133296551955,10.84824721814207,23.965666979258316,9.139324275943881,92.8,90,95
outer_test=K23_to_K24,history_plus_dynamic_socio,10.0,1.0,5,14.46367070141076,11.324295941765042,24.36348278320143,9.275818847573623,92.8,90,95
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,1000.0,0.25,5,5.114184361382704,4.7473019562709196,7.913312121134503,3.1557286688827935,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,100.0,0.25,5,5.684522271836834,4.840291530141646,9.755837824785626,3.359993189022177,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,10.0,0.25,5,5.796985099851522,4.844471551094635,10.051413848756614,3.482218595390928,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,1000.0,0.5,5,7.352168018889772,6.471262022602756,12.203299277492947,4.225527512237794,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,100.0,0.5,5,8.698429363172101,6.757376434068597,15.933837306124415,5.176164392610212,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,10.0,0.5,5,8.947310601192251,6.773963713726899,16.475969542184192,5.4267018154436375,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,1000.0,1.0,5,11.785056760218666,8.855342443289127,19.786964372460254,7.600623697289373,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,100.0,1.0,5,13.826057728141393,10.670441416312356,23.68477143643602,8.533292311913986,194.4,170,229
outer_test=K23_to_K24,history_plus_nonidentity_levels_and_dynamic,10.0,1.0,5,14.225047212889953,11.384177284289994,24.108397204902943,9.072065571399289,194.4,170,229
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,1000.0,0.25,5,5.114562701309921,4.745949146202687,7.913747098861567,3.158238997585717,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,100.0,0.25,5,5.684418787351989,4.839675802686851,9.756101042061868,3.3625362780290793,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,10.0,0.25,5,5.796728605236377,4.844067384779249,10.049316574097034,3.4865561298656234,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,1000.0,0.5,5,7.352414993343437,6.469134620167462,12.203428039774707,4.229926763101136,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,100.0,0.5,5,8.698434902953604,6.756757792433001,15.934789737029554,5.181095975289143,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,10.0,0.5,5,8.947145585184481,6.774056480646525,16.472992907936337,5.424074025256591,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,1000.0,1.0,5,11.784113920247478,8.853776036368838,19.786634345510695,7.599435928333063,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,100.0,1.0,5,13.825284861489195,10.679904425895266,23.685128702637996,8.527068200307824,196.4,172,231
outer_test=K23_to_K24,history_plus_all_socio_sensitivity,10.0,1.0,5,14.225210056051486,11.396201314883003,24.105849103374453,9.0672354721471,196.4,172,231
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,1000.0,0.25,5,4.88614871664723,4.3326117353725095,7.561002213451441,3.0051375218263687,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,100.0,0.25,5,5.401032966601387,4.360336190484708,9.236028164692286,3.247216188489296,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,10.0,0.25,5,5.501901023985622,4.3541701063496365,9.499842389191489,3.43126626147911,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,1000.0,0.5,5,6.722614572525312,5.760281272167329,11.3732062249058,4.019073334095438,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,100.0,0.5,5,7.896489527640168,5.92660914612,14.82879577051864,4.628586691278538,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,10.0,0.5,5,8.130929330180962,5.9265723609005585,15.312593612586618,5.0446474347933945,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,1000.0,1.0,5,10.6679501870315,8.293924097985899,18.745654576194354,6.146350493986551,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,100.0,1.0,5,12.563121273287726,9.845299391031098,22.47908793104314,7.64857155576824,258.4,234,293
outer_test=K23_to_K24,history_plus_locality_identity_diagnostic,10.0,1.0,5,12.934955272241405,10.501301671300844,22.84425332441426,8.470627790846674,258.4,234,293
full_development_research_bundle,history_only,1000.0,0.25,6,4.804630946545267,3.942439972367358,8.236169333092414,3.0283186932931474,9.833333333333334,9,10
full_development_research_bundle,history_only,100.0,0.25,6,5.179800740790891,4.022165619807078,9.681023848975544,3.1969649125336868,9.833333333333334,9,10
full_development_research_bundle,history_only,10.0,0.25,6,5.230806292891116,4.0314961117065575,9.882805405656084,3.2012934438997727,9.833333333333334,9,10
full_development_research_bundle,history_only,1000.0,0.5,6,6.802691749700355,5.625647454842785,12.673806102425727,3.8614947230065138,9.833333333333334,9,10
full_development_research_bundle,history_only,100.0,0.5,6,7.73984753412783,5.890536390867338,15.716308769426618,4.042653500594059,9.833333333333334,9,10
full_development_research_bundle,history_only,10.0,0.5,6,7.863601925202686,5.926489708170344,16.11619209098725,4.070355450241927,9.833333333333334,9,10
full_development_research_bundle,history_only,1000.0,1.0,6,11.209165099478367,8.68842550181675,20.667029078528227,6.467366582595339,9.833333333333334,9,10
full_development_research_bundle,history_only,100.0,1.0,6,12.733927224941608,10.232536211924112,23.82409635157746,7.093102106442128,9.833333333333334,9,10
full_development_research_bundle,history_only,10.0,1.0,6,12.914692398879248,10.47518071979584,24.137144226596117,7.18539542030064,9.833333333333334,9,10
