feature,training_missing_pct,feature_role,source
delta_feature__education__בתי ספר תיכוניים,85.4080791426216,delta_feature,education
delta_feature__education__כיתות בבתי ספר תיכוניים,85.4080791426216,delta_feature,education
delta_feature__education__תלמידים בבתי ספר תיכוניים,85.4080791426216,delta_feature,education
previous_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,85.4080791426216,previous_feature,demographic
previous_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,85.4080791426216,previous_feature,demographic
previous_feature__education__בתי ספר תיכוניים,85.4080791426216,previous_feature,education
previous_feature__education__כיתות בבתי ספר תיכוניים,85.4080791426216,previous_feature,education
previous_feature__education__תלמידים בבתי ספר תיכוניים,85.4080791426216,previous_feature,education
current_feature__education__בתי ספר חטיבות ביניים,85.53173948887057,current_feature,education
current_feature__education__כיתות בחטיבות ביניים,85.53173948887057,current_feature,education
current_feature__education__תלמידים בחטיבות ביניים,85.53173948887057,current_feature,education
"delta_feature__education__אחוז תלמידים נושרים סה""כ",85.5729596042869,delta_feature,education
delta_feature__education__בתי ספר חטיבות ביניים,85.5729596042869,delta_feature,education
delta_feature__education__כיתות בחטיבות ביניים,85.5729596042869,delta_feature,education
delta_feature__education__תלמידים בחטיבות ביניים,85.5729596042869,delta_feature,education
previous_feature__education__בתי ספר חטיבות ביניים,85.5729596042869,previous_feature,education
previous_feature__education__כיתות בחטיבות ביניים,85.5729596042869,previous_feature,education
previous_feature__education__תלמידים בחטיבות ביניים,85.5729596042869,previous_feature,education
"previous_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",85.73784006595218,previous_feature,demographic
current_feature__demographic__הגירה בתוך הרשות המקומית,85.82028029678483,current_feature,demographic
previous_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,86.06760098928277,previous_feature,demographic
"current_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",86.15004122011541,current_feature,demographic
current_feature__demographic__פטירות תינוקות (ממוצע,86.3149216817807,current_feature,demographic
"delta_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",86.3149216817807,delta_feature,demographic
previous_feature__demographic__פטירות תינוקות (ממוצע,86.56224237427865,previous_feature,demographic
current_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,86.80956306677659,current_feature,education
delta_feature__demographic__פטירות תינוקות (ממוצע,87.05688375927453,delta_feature,demographic
delta_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,87.13932399010717,delta_feature,education
previous_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,87.13932399010717,previous_feature,education
previous_feature__demographic__הגירה בתוך הרשות המקומית,87.46908491343775,previous_feature,demographic
current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 64-45,87.59274525968672,current_feature,demographic
current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,87.59274525968672,current_feature,demographic
current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 44-18,87.63396537510305,current_feature,demographic
delta_feature__demographic__הגירה בתוך הרשות המקומית,87.63396537510305,delta_feature,demographic
previous_feature__education__אחוז תלמידים נושרים בנות,87.63396537510305,previous_feature,education
previous_feature__education__אחוז תלמידים נושרים בנים,87.63396537510305,previous_feature,education
"current_feature__demographic__יהודים 
(אחוזים מתוך יהודים ואחרים",87.7164056059357,current_feature,demographic
current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 17-0,88.08738664468261,current_feature,demographic
current_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,88.08738664468261,current_feature,demographic
"delta_feature__demographic__יהודים 
(אחוזים מתוך יהודים ואחרים",88.16982687551526,delta_feature,demographic
current_feature__demographic__השתקעות ראשונה של עולים,88.21104699093158,current_feature,demographic
current_feature__education__אחוז תלמידים נושרים בנים,88.25226710634789,current_feature,education
previous_feature__demographic__שיעור פריון כולל,88.37592745259687,previous_feature,demographic
delta_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,88.54080791426216,delta_feature,demographic
current_feature__demographic__שיעור פריון כולל,88.66446826051113,current_feature,demographic
current_feature__education__אחוז תלמידים נושרים בנות,88.70568837592745,current_feature,education
delta_feature__demographic__שיעור פריון כולל,88.7881286067601,delta_feature,demographic
current_feature__demographic__יוצאים ליישובים אחרים גיל 65 ומעלה,88.82934872217643,current_feature,demographic
current_feature__demographic__נכנסים מיישובים אחרים גיל 65 ומעלה,88.91178895300907,current_feature,demographic
delta_feature__education__אחוז תלמידים נושרים בנים,89.03544929925803,delta_feature,education
current_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,89.1178895300907,current_feature,demographic
delta_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,89.24154987633966,delta_feature,demographic
delta_feature__education__אחוז תלמידים נושרים בנות,89.3239901071723,delta_feature,education
previous_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 64-45,89.8598516075845,previous_feature,demographic
previous_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,89.8598516075845,previous_feature,demographic
previous_feature__demographic__נוצרים (אחוזים מתוך האוכלוסייה הערבית,89.8598516075845,previous_feature,demographic
previous_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 44-18,89.94229183841715,previous_feature,demographic
previous_feature__demographic__יוצאים ליישובים אחרים גיל 65 ומעלה,90.27205276174773,previous_feature,demographic
delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 64-45,90.31327287716405,delta_feature,demographic
delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,90.3957131079967,delta_feature,demographic
delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 44-18,90.43693322341304,delta_feature,demographic
delta_feature__demographic__יוצאים ליישובים אחרים גיל 65 ומעלה,90.43693322341304,delta_feature,demographic
previous_feature__demographic__נכנסים מיישובים אחרים גיל 65 ומעלה,90.60181368507831,previous_feature,demographic
current_feature__income__אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,90.7666941467436,current_feature,income
current_feature__income__אחוז השכירים המשתכרים עד שכר מינימום,90.7666941467436,current_feature,income
current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,90.7666941467436,current_feature,income
current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,90.7666941467436,current_feature,income
current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,90.7666941467436,current_feature,income
current_feature__income__אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,90.7666941467436,current_feature,income
"current_feature__income__הכנסה ממוצעת לחודש של העצמאים (ש""ח",90.7666941467436,current_feature,income
"current_feature__income__מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא",90.7666941467436,current_feature,income
current_feature__income__מספר העצמאים,90.7666941467436,current_feature,income
current_feature__income__מספר השכירים,90.7666941467436,current_feature,income
current_feature__income_standard__gini_wage,90.7666941467436,current_feature,
current_feature__income_standard__income_earner_count,90.7666941467436,current_feature,
current_feature__income_standard__pct_below_minimum_wage,90.7666941467436,current_feature,
current_feature__income_standard__pct_below_minimum_wage_direct,90.7666941467436,current_feature,
delta_feature__income__אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,90.7666941467436,delta_feature,income
delta_feature__income__אחוז השכירים המשתכרים עד שכר מינימום,90.7666941467436,delta_feature,income
delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,90.7666941467436,delta_feature,income
delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,90.7666941467436,delta_feature,income
delta_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,90.7666941467436,delta_feature,income
delta_feature__income__אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,90.7666941467436,delta_feature,income
"delta_feature__income__הכנסה ממוצעת לחודש של העצמאים (ש""ח",90.7666941467436,delta_feature,income
"delta_feature__income__מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא",90.7666941467436,delta_feature,income
delta_feature__income__מספר העצמאים,90.7666941467436,delta_feature,income
delta_feature__income__מספר השכירים,90.7666941467436,delta_feature,income
delta_feature__income_standard__gini_wage,90.7666941467436,delta_feature,
delta_feature__income_standard__income_earner_count,90.7666941467436,delta_feature,
delta_feature__income_standard__pct_below_minimum_wage,90.7666941467436,delta_feature,
delta_feature__income_standard__pct_below_minimum_wage_direct,90.7666941467436,delta_feature,
delta_feature__demographic__נכנסים מיישובים אחרים גיל 65 ומעלה,90.80791426215994,delta_feature,demographic
previous_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 17-0,90.84913437757626,previous_feature,demographic
previous_feature__demographic__השתקעות ראשונה של עולים,91.0964550700742,previous_feature,demographic
delta_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 17-0,91.26133553173949,delta_feature,demographic
delta_feature__demographic__השתקעות ראשונה של עולים,91.4674361088211,delta_feature,demographic
current_feature__demographic__סך כל הישראלים,92.08573784006595,current_feature,demographic
delta_feature__demographic__סך כל הישראלים,92.08573784006595,delta_feature,demographic
previous_feature__demographic__דרוזים (אחוזים מתוך האוכלוסייה הערבית,92.66281945589448,previous_feature,demographic
current_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,92.7040395713108,current_feature,demographic
delta_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,92.7040395713108,delta_feature,demographic
current_feature__demographic__נוצרים (אחוזים מתוך האוכלוסייה הערבית,93.48722176422093,current_feature,demographic
delta_feature__demographic__נוצרים (אחוזים מתוך האוכלוסייה הערבית,93.52844187963726,delta_feature,demographic
current_feature__demographic__דרוזים (אחוזים מתוך האוכלוסייה הערבית,95.13602638087386,current_feature,demographic
delta_feature__demographic__דרוזים (אחוזים מתוך האוכלוסייה הערבית,95.30090684253916,delta_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,95.96042868920033,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,95.96042868920033,current_feature,demographic
current_feature__demographic__ערבים (אחוזים,96.24896949711459,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,97.07337180544106,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים,97.23825226710635,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,97.40313272877164,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,97.44435284418796,current_feature,demographic
current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,97.65045342126957,current_feature,demographic
"previous_feature__demographic__שיעור פטירות תינוקות ל-1,000 לידות חי",98.0214344600165,previous_feature,demographic
"current_feature__demographic__שיעור פטירות תינוקות ל-1,000 לידות חי",98.0626545754328,current_feature,demographic
"delta_feature__demographic__שיעור פטירות תינוקות ל-1,000 לידות חי",98.18631492168178,delta_feature,demographic
"previous_feature__welfare__מקבלי הכשרה מקצועית
סה""כ",99.17559769167353,previous_feature,welfare
"current_feature__welfare__מקבלי הכשרה מקצועית
סה""כ",99.38169826875514,current_feature,welfare
"delta_feature__welfare__מקבלי הכשרה מקצועית
סה""כ",99.42291838417148,delta_feature,welfare
current_feature__demographic__יהודים ואחרים (אחוזים,100.0,current_feature,demographic
current_feature__income__בעלי הכנסה משכר ועסקית מספר,100.0,current_feature,income
current_feature__income__בעלי הכנסה משכר ועסקית שכר ממוצע,100.0,current_feature,income
current_feature__income__בעלי הכנסה משכר מספר,100.0,current_feature,income
current_feature__income__בעלי הכנסה משכר שכר ממוצע,100.0,current_feature,income
current_feature__income__בעלי הכנסה עסקית מספר,100.0,current_feature,income
current_feature__income__בעלי הכנסה עסקית שכר ממוצע,100.0,current_feature,income
current_feature__income__גברים מספר בעלי הכנסה,100.0,current_feature,income
current_feature__income__גברים שכר ממוצע,100.0,current_feature,income
current_feature__income__כלל בעלי הכנסה מספר,100.0,current_feature,income
current_feature__income__כלל בעלי הכנסה שכר ממוצע,100.0,current_feature,income
current_feature__income__נשים מספר בעלי הכנסה,100.0,current_feature,income
current_feature__income__נשים שכר ממוצע,100.0,current_feature,income
current_feature__income__שכירים השתכרים מתחת לשכר המינימום מספר,100.0,current_feature,income
current_feature__income_standard__below_minimum_wage_count,100.0,current_feature,
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,100.0,delta_feature,demographic
delta_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,100.0,delta_feature,demographic
delta_feature__demographic__יהודים ואחרים (אחוזים,100.0,delta_feature,demographic
delta_feature__demographic__ערבים (אחוזים,100.0,delta_feature,demographic
delta_feature__income__בעלי הכנסה משכר ועסקית מספר,100.0,delta_feature,income
delta_feature__income__בעלי הכנסה משכר ועסקית שכר ממוצע,100.0,delta_feature,income
delta_feature__income__בעלי הכנסה משכר מספר,100.0,delta_feature,income
delta_feature__income__בעלי הכנסה משכר שכר ממוצע,100.0,delta_feature,income
delta_feature__income__בעלי הכנסה עסקית מספר,100.0,delta_feature,income
delta_feature__income__בעלי הכנסה עסקית שכר ממוצע,100.0,delta_feature,income
delta_feature__income__גברים מספר בעלי הכנסה,100.0,delta_feature,income
delta_feature__income__גברים שכר ממוצע,100.0,delta_feature,income
delta_feature__income__כלל בעלי הכנסה מספר,100.0,delta_feature,income
delta_feature__income__כלל בעלי הכנסה שכר ממוצע,100.0,delta_feature,income
delta_feature__income__נשים מספר בעלי הכנסה,100.0,delta_feature,income
delta_feature__income__נשים שכר ממוצע,100.0,delta_feature,income
delta_feature__income__שכירים השתכרים מתחת לשכר המינימום מספר,100.0,delta_feature,income
delta_feature__income_standard__below_minimum_wage_count,100.0,delta_feature,
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,100.0,previous_feature,demographic
previous_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,100.0,previous_feature,demographic
previous_feature__demographic__יהודים ואחרים (אחוזים,100.0,previous_feature,demographic
previous_feature__demographic__ערבים (אחוזים,100.0,previous_feature,demographic
previous_feature__income__בעלי הכנסה משכר ועסקית מספר,100.0,previous_feature,income
previous_feature__income__בעלי הכנסה משכר ועסקית שכר ממוצע,100.0,previous_feature,income
previous_feature__income__בעלי הכנסה משכר מספר,100.0,previous_feature,income
previous_feature__income__בעלי הכנסה משכר שכר ממוצע,100.0,previous_feature,income
previous_feature__income__בעלי הכנסה עסקית מספר,100.0,previous_feature,income
previous_feature__income__בעלי הכנסה עסקית שכר ממוצע,100.0,previous_feature,income
previous_feature__income__גברים מספר בעלי הכנסה,100.0,previous_feature,income
previous_feature__income__גברים שכר ממוצע,100.0,previous_feature,income
previous_feature__income__כלל בעלי הכנסה מספר,100.0,previous_feature,income
previous_feature__income__כלל בעלי הכנסה שכר ממוצע,100.0,previous_feature,income
previous_feature__income__נשים מספר בעלי הכנסה,100.0,previous_feature,income
previous_feature__income__נשים שכר ממוצע,100.0,previous_feature,income
previous_feature__income__שכירים השתכרים מתחת לשכר המינימום מספר,100.0,previous_feature,income
previous_feature__income_standard__below_minimum_wage_count,100.0,previous_feature,
